ID,11KI,11TU,25KI,40KI,24KI,31KI,31TU,40TU,24TU,25TU,26KI,37KI,36KI,36TU,32KI,26TU,32TU,37TU
adenylosuccinate,27.5495171126135,NA,20.792824424571993,27.851514930152018,26.315418061689897,27.080479170169674,26.87521784404528,NA,23.60414180508011,23.80558975516846,NA,25.584006175154695,28.141333565559894,NA,26.94723092258237,NA,22.099374933144766,24.886621904466164
citrate,33.84331583431707,35.38026291794276,35.603533551536145,34.66978351236136,34.84039174539012,34.97369482888111,34.57168865998342,34.89786679930285,35.307967920467746,35.23497650566564,35.36155141674148,34.365636842768026,34.63220889496574,35.03898747272683,35.45270362820118,35.38529949376063,35.39833645382717,34.92419687219626
ascorbic acid,30.483519553839262,32.65613766954998,NA,32.7311840570255,32.64606588260632,33.862663516492375,31.54683472702062,NA,25.228050586041782,NA,30.32684719325498,32.23381163126061,24.19656308628029,NA,NA,NA,NA,28.157608433690346
quinolinic acid,NA,NA,NA,25.740861096049997,NA,23.45689537542122,27.939706570496995,NA,NA,NA,NA,NA,NA,24.76567131425389,24.892241687984725,NA,NA,27.543375088255324
UMP,29.370214974088665,29.71692935366873,29.196853599674196,30.721994885570847,30.4678375774328,29.668463022866067,29.875217844045284,29.57424041694345,30.112646141959946,30.242288037301886,29.522060106418547,29.472900341469366,29.44377745337179,29.05657251352063,29.33339134457108,29.245269041981654,29.155442578119562,29.50073075084683
6-phosphogluconolactone,NA,NA,NA,21.49409775054604,NA,19.704187044709425,27.573753851717637,24.821899596890333,29.286245464211795,24.4476069452794,NA,NA,NA,NA,NA,NA,25.34000292593028,28.114262403764755
lysine,33.316947987506765,34.09382390777402,33.3650722791661,33.19684762937432,33.26444611802641,33.400137091432214,35.21252116481956,33.88935529944732,32.32401586169961,33.574785373899445,33.62458582257527,33.13713561184893,33.03348761791152,33.801357612146134,34.148418494101065,33.70542309180124,34.66137085966096,36.07058635917778
arginine,34.37498010887818,35.40763935687407,34.8175023982876,34.46471056722494,34.500259055125184,34.66884024735269,36.466606613925876,35.50806659152302,33.82576499417179,35.05040047843224,35.28093295653319,34.46381723670693,34.10006309268803,34.89568499469429,34.95235335519496,35.29219008936914,34.628312571081665,36.68063984086176
ATP,27.30744232541535,NA,24.804152430373456,28.68369513124419,27.362938719114794,28.914801139827546,30.094662981331393,31.155232455049944,30.60817355909916,29.207936532511116,NA,25.67916340819503,28.511702015505012,28.02486365379329,27.831264904534045,20.825507568774444,30.645408564904972,29.65992934569609
UDP,24.449981439062586,26.174475196102218,24.729727589246902,26.485087375097795,25.26455397904406,25.79218185316359,26.603915822227883,27.254010609528116,27.117368552202347,26.54714261883031,23.959668017272726,24.42669417032458,25.058043222198858,25.651259524133604,23.93071583579936,24.99694403713429,26.24110717034988,26.491080580813108
CDP,NA,20.79256499638667,21.94677578980653,25.019341029574697,22.10254549178548,23.077936335497483,25.23650495754652,26.315481872804114,25.71547215261157,26.265856508440297,NA,NA,NA,23.215583854811197,21.26775082307694,23.34076109768414,24.982544260363163,24.124909647964273
GDP,26.64042560881171,24.244553631838365,24.88257907733027,27.48073535055809,26.17374369074216,27.21880732671765,27.63832585301372,28.11608270129479,28.034906392010374,28.15482519605155,20.637739922385414,25.488510177926337,27.391111874691422,24.840439082655866,25.827446565187653,22.277496204226136,26.77947464351931,27.2831393157742
Carbamoyl_phosphate,32.965104314715106,33.34331178176987,33.17120716306145,32.9238291349679,33.34315809404045,33.192812118184705,33.24777201200261,33.04919081763961,33.07672656770501,33.30964330510366,33.286449961500765,33.47641727348656,33.0394003107814,33.29234396465827,33.25442247421283,33.240790936862496,33.599361197385534,33.02429270690385
